141,142,90,141,90,141,90,142,141,142,68,88;11
58,57,57,82,68;1
137,91,91,137,91,137,143,143,131,91,137,131,84,131,55,84,131,91,91,137,73,131,131,80,91;4
59,73,72,70;10
84,137,92,82,82,70,70,70,70,70,70,70,70,70,70,70,70,70,70,84,52,52,70,52,70,52,52,52,52,52,60,60,60,60,60,60,60,60,60,60,60,60;10
130,88,68,92,94;1
93,93,67,57;0
58,57,101,101;7
57,139,54,54,57,55,53,126,91,143,143;4
70,140;2
58,68,57,67,130,139;1
88,68;1
108,93,101,71,67,58,93,93,93,93;0
140,137,73,55,94,91,84,55,84,95,55,91,137,72,137,55,84,84,137,55,53,70,91,137,84,62;3
80,143,55,54;5
93,67,79,100,93,93,101,58,58,57,82,96;0
59,70,70,141,90,142,66,70,141,142,59,59;11
101,100,67,58;1
67,81,100,88,68,58,57,67;1
91,88,68;1
143,84,140,58,68,88,57,91,67;1
84,55,101,88,68,58,57,68,58,67,68,57,75;7
68,88,100;1
139,81,101,88,68,57,58,81,88,68,88,68,67,88,68,57,71;7
61,98,59,66,54,54,57,96,57,81,58,62,75,55,84,73,145,137,55,91,137;5
120,92,75,130,88,68,101,130,140;1
120,131,100,88;8
67,58,57,81,100,101;1
80,51,91,137,91,84;9
140;2
82,57,58,67,68,57,58,68,68,146,139;7
82,82,62,75,146;6
66,70,91,90,141,142,72,95,70,143,70,54;12
72,84;8
140,53,72,137,143,68;5
143,68;1
96,81,58,131,137,81,88,68,131,131,101,131,82;5
88,68,58,57,73,72,84;1
75,139,58,57;7
141,90,142,91,137,137;11
54,93,72,67;0
130,101,68;1
141,142,68,88;1
58,68,88,57,88,68,54,54,139,100,88,68,139,62;7
137,91,137,80,91,101;9
140;2
132,135,91,66,81,70,81;10
140,104,120,137,130,55,91,137,52,100,88,130,137,84,137,137;4
94,94,94,94,72,98,95,138,54,51,83,101,93,78,67,79,96,93,93,93,93,93,93,93,93,101,58,57,67,79,93,93,93,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,54,93,93,93,54,93,93,93,93,96,140,140,54,54,137,91,137;0
100,88,68,91,63,80;1
130,100,88,68;1
140;2
62,75,81,131;6
125,125,78,84,84,84,84,52,96,52,78,52,69,69,69,69,78,78,79,67,78,83,68,125,125,66,59,54,78;1
100,93,68,80,91,66;1
98,55,91,137,84,53,84,129;8
120,66,141,142,90,100,67;11
58,57,73,72,84;8
120,84,72;8
100,106,106,106,96,141,142,106,106,142,142,142,118,142,142,142,142,142,142,142,118,142,118,142,142,142,142,118,118,90,118,118,118,118,118,118,118,118,118,118,118,118,90,118,118,90,118,118,118,99,99,99,90,99,99,90,99,94,94,94,94,94,141;11
90,141,68,84,72;8
72,73,55,84,72,72;8
68,72,73,51;8
91,140;2
140,139,130,57,58,57,130,88,68,100,88,68,96,93,130,96,131,92;0
100,68,139;1
140,75,131,75,131,140;8
100,68,81,101,93,137,93,58,57,67,93,58,68,88,57,67,100,68,67,76;0
81,79,79,139,70,57,58,59,66,57,96,58,57,104,82,82,62,57,70,137;0
101,100,88,68,96;1
90,141,142;11
101,88,68,140;1
57,137;1
140,104,98,66,91,91,61,80,92;9
131,119,140,140,91,140,140,140,119,73,97,80,91,55,84,131,59,91,137;5
130,88,88,88,130;1
130,100,88,68,81;1
91,126,137,91,143,143;3
70,140;10
58,68,67,68,120,120;7
71,101,91,57,58,68,67,68,58,57,68,96;7
88,68,58,68,88,57,68,58,67,88,139,130,81,68,101,140,140,140;7
140,104,95,53,84,53,91,80,61,91,107,92;9
92,94,106,90,141,142,139,91,137,70,80,91,91,126,137,91,91,143,143;4
81,139,140;2
140,139,96,76,68,57,67,100,68,71;1
71,66,63,57;10
101,68;1
88,68;1
100,88,68;1
100,137;1
86,146,82,90,141,142,67;11
58,68,88,68,57,58,57,88,68;7
139,130,88,68;1
75,62,82,71,66,63;6
68,80,61;9
141,90,84;11
53,80,91,91,137,91,137,58,57,100,140;1
88,68,58,68,57,101,139;7
84,100,68,92,62,58,67,67,68,57,86,75,135,91;6
96;1
130,67;1
130,88,68,79,88,68,88,68,58,57,79,79,79,53,55,84,91,91,143;12
57,101,58,68,88,57,88,130,67;7
130,100,68,101,91,137;1
129,129,129,129,129,106,140,140,62,75,84,55,59,98,72,84,129,132,138,137,132,137,132,137,135,135,137,135,98,98,70,70,98,94,70,129,129,84,129,53,84;3
75,53,55,84,73,145,60,60,137,91;5
54,54,143,143,143,143,143,143,143,143,143,143,140,143,80,143,91,126,144,126,137,91,135,135,61,61,61,61,61,61,61,137,61,137,137,91,137,78,78,135,135,61,135,135,135,135,135,135,135,135,54,54,84,78,125,54,135,135,135,135,78,54,78,78,125,125,137,91,70,55,131,53,131,131,80,131,131,52,63,55,139,139,139,131,131,131,54,139,131,131,54,131,131,131,131,91,137,105,91,131,99,139,70,87,87,87,87,63,51,51,80,83,83,83,83,83,78,78,78,78,78,78,125,125,125,63,125,125,55,125,53,72,72,72,72,72,72,138,84,52,69,52,91,138,138,141,138,138,138,135,78,135,51,87,125,125;3
66,141,90,142,88,68,68;11
137,82,75,92,140,104;6
57,82,75,62,75;6
67,93,88,68,88,68,88,68,137,88,68;12
140,73,55,70,94,84,70,141,90,130,57,130,53,93,73,72,126,91,137,91,73,72,131,70,91,91,131,91;3
140,96,88,68,88,67,68,57,58,88,57,88;7
93,100,68,67,93,101,58,88,68;0
68,107;1
67,100,68,58,57,73,72,139;7
57,58,68,139,88,139,67,88,68,67,88,68,133,100,75;7
75,80,54;9
100,67,57;0
78,73,83,51,80,53,55,63,84,70,66,70,138,132,80,63,63,70,138,132,73,72,55,70,91,131,131,131,59,66,131,131,131,131,131;12
81,53,84,80,70,73,95,59,66,66,66,66,76;17
67,82,62,81,100,93,67,57,140,93;0
120,55,61,94,73,84,100,68;1
142,88,68,68;1
68,67,88,58,57;1
130,100,68;1
140,101,68;1
80,91,139;9
140,53,84,91,137,91,143,139,143,84,91,137;8
131,84,72,131,72,80;8
101,57,58,68,88,139;7
88,68;1
70,66;10
130,57,101,139,140;1
57,75,139;6
58,57,57,68,72,73,51;1
